Customer_ID,Age,Gender,Purchase_Count,Average_Spending,Product_Category,Visit_Frequency,Last_Visit,Customer_Loyalty_Score
9525,35,Female,6,62.924044022555336,Electronics,0,2,1
9526,53,Male,10,4.944781707510307,Books,2,4,6
9527,45,Male,7,24.255226282272172,Fashion,1,26,8
9528,38,Other,6,141.2210815033644,Books,2,11,9
9529,25,Female,5,130.41591689887008,Books,3,10,5
9530,23,Other,6,62.27928004869434,Home,1,16,2
9531,60,Male,3,72.64150921596479,Electronics,4,28,5
9532,35,Other,6,5.6161780380413875,Fashion,3,5,4
9533,54,Female,4,238.44900688647323,Electronics,4,24,7
9534,32,Female,5,62.27005770248206,Books,1,7,2
9535,24,Female,5,206.15847065413092,Electronics,1,12,2
9536,57,Male,6,169.58352198405578,Books,3,11,4
9537,50,Female,5,461.29245119264476,Books,3,5,3
9538,51,Male,2,16.321098493850577,Fashion,1,22,1
9539,56,Male,7,67.87099271182842,Home,1,6,1
9540,21,Other,10,8.058232630677335,Toys,2,22,1
9541,29,Other,4,15.900589717615382,Home,2,27,8
9542,36,Female,5,113.21452252187039,Home,2,24,6
9543,64,Male,4,35.91890607499394,Toys,4,6,7
9544,33,Male,4,79.24367279495316,Toys,2,8,5
9545,46,Other,7,97.1788911496112,Fashion,4,16,2
9546,26,Male,7,82.53575875138685,Books,2,4,4
9547,52,Male,7,164.4741849161782,Home,3,3,1
9548,32,Male,2,65.88839737519487,Books,6,14,4
9549,24,Other,6,143.3386697590121,Fashion,4,17,2
9550,23,Other,5,29.070744030813966,Home,3,9,1
9551,44,Female,3,196.11643473057632,Books,2,7,4
9552,27,Female,5,467.36795690120454,Home,0,23,6
9553,38,Male,3,65.64923489551826,Home,1,9,5
9554,25,Male,7,95.59487851863851,Electronics,2,17,3
9555,36,Female,0,47.35302110576682,Books,1,21,4
9556,47,Male,6,6.110811117008706,Home,4,3,4
9557,49,Female,5,11.875148149093176,Home,3,20,9
9558,23,Female,3,141.21260993555734,Home,3,5,1
9559,56,Other,6,117.87225033279533,Home,1,19,4
9560,55,Female,5,137.7154636140006,Fashion,3,20,5
9561,47,Male,4,69.74084592973323,Books,4,15,7
9562,61,Female,4,193.26223146730464,Home,1,15,7
9563,29,Female,9,134.85576800742862,Fashion,3,11,4
9564,20,Female,5,211.25595576368053,Toys,3,25,2
9565,30,Male,6,136.19549675229393,Books,1,23,3
9566,35,Other,4,85.77310936091804,Electronics,1,23,6
9567,25,Female,4,66.96598640968442,Toys,2,20,4
9568,49,Female,8,291.4058960763313,Home,3,22,7
9569,21,Other,2,45.47487206094968,Fashion,0,14,1
9570,60,Female,7,17.677938181638154,Toys,2,14,6
9571,36,Male,4,58.393869683455165,Books,3,5,9
9572,35,Other,4,71.63847889958305,Electronics,6,21,9
9573,55,Male,6,160.69556454513287,Fashion,1,18,5
9574,29,Other,9,164.1698151190834,Books,2,9,9
9575,30,Female,5,7.099195659577708,Home,4,23,8
9576,54,Male,4,46.44444396045885,Books,3,4,4
9577,18,Female,4,30.946249794194802,Toys,2,15,2
9578,64,Female,4,259.5624534503439,Home,3,1,2
9579,35,Male,4,276.14305002206885,Toys,1,9,9
9580,52,Male,4,67.75452229388974,Toys,0,10,8
9581,44,Male,2,144.73789745563897,Toys,2,25,3
9582,55,Female,5,62.55513361924162,Toys,0,5,9
9583,41,Female,4,3.9481098394250562,Toys,0,20,9
9584,35,Male,7,77.34098553096513,Home,1,28,1
9585,53,Female,7,70.65422151432705,Books,2,1,2
9586,26,Male,6,55.510341464956625,Books,2,23,9
9587,57,Female,11,42.30392687592022,Toys,1,14,6
9588,18,Male,4,34.618543660239716,Toys,2,17,3
9589,21,Female,5,101.8420189976724,Fashion,1,28,4
9590,50,Other,9,91.65053260708447,Books,1,5,8
9591,44,Male,3,79.42022581052552,Fashion,2,7,6
9592,19,Male,4,2.2658836559853066,Electronics,4,22,6
9593,22,Male,3,17.530578671169664,Electronics,3,10,3
9594,60,Male,2,111.12464948637336,Books,1,9,9
9595,36,Male,6,69.59204099616522,Toys,0,16,6
9596,55,Female,2,220.7101681683195,Home,1,1,6
9597,60,Female,3,60.74647422040839,Fashion,1,4,4
9598,32,Other,6,299.01366569328206,Fashion,2,11,1
9599,43,Other,5,77.9176193602748,Fashion,3,10,1
9600,39,Other,5,49.604739169039405,Electronics,1,7,9
9601,36,Other,6,129.1900449282006,Fashion,2,8,7
9602,21,Female,5,85.32294335568142,Fashion,4,7,8
9603,37,Female,4,66.813073477525,Electronics,2,10,9
9604,40,Other,5,35.57330625638579,Electronics,3,6,5
9605,62,Other,6,110.74073129111129,Books,2,14,8
9606,23,Female,5,46.396888037700634,Electronics,1,12,1
9607,62,Male,4,65.89108179927149,Books,1,8,3
9608,55,Female,10,482.37573450556886,Electronics,1,10,7
9609,38,Male,7,36.57289004880725,Home,3,14,5
9610,42,Male,3,86.5027804933735,Toys,0,24,8
9611,42,Female,5,33.78151547607678,Toys,3,23,8
9612,43,Female,2,49.71108839466025,Home,1,11,9
9613,44,Female,2,22.548095306963063,Books,1,6,3
9614,46,Other,5,169.61795888519052,Home,1,5,8
9615,39,Other,6,38.63523321330787,Books,0,19,6
9616,58,Female,5,57.78284558047972,Fashion,2,3,4
9617,35,Female,12,130.66958330321043,Home,1,11,3
9618,41,Female,2,59.562368761664175,Books,3,20,8
9619,32,Other,6,80.62396225314707,Home,3,15,2
9620,23,Male,5,20.488062542281483,Books,0,19,2
9621,24,Female,2,74.17313453880608,Fashion,4,14,4
9622,46,Other,7,83.02419469081951,Toys,1,18,5
9623,58,Female,4,22.85240181456052,Books,4,4,5
9624,61,Female,5,23.06435460016595,Home,4,7,8
9625,19,Other,2,137.0758326169967,Fashion,1,13,6
9626,31,Other,4,28.943839468842196,Fashion,3,8,3
9627,39,Male,9,84.3367821896321,Electronics,3,14,1
9628,32,Other,2,49.771549518481514,Electronics,4,15,5
9629,60,Male,8,247.97342889147876,Toys,1,19,5
9630,30,Male,5,10.39340635016214,Toys,3,27,4
9631,60,Male,5,25.880489111144243,Toys,3,16,1
9632,18,Male,5,42.759273084225654,Toys,4,1,3
9633,33,Other,6,79.22073922962156,Home,2,18,7
9634,30,Female,1,16.898431167972266,Fashion,2,28,8
9635,29,Male,3,23.84070387649054,Home,2,6,3
9636,55,Female,3,168.9008589213234,Home,0,5,9
9637,56,Female,2,108.42481913054756,Electronics,1,10,6
9638,30,Female,7,14.188293504085939,Home,3,19,3
9639,35,Male,6,26.71639710510807,Books,0,16,7
9640,25,Male,3,84.79910431397553,Books,3,14,9
9641,28,Female,4,59.86633188394883,Home,1,17,7
9642,23,Male,8,24.254116968367516,Books,3,8,1
9643,21,Other,2,367.94496164671295,Fashion,2,29,8
9644,45,Other,7,75.63825910003897,Toys,1,16,5
9645,40,Male,5,69.71378071095664,Books,0,26,4
9646,41,Female,6,39.91751783756497,Electronics,2,29,5
9647,38,Male,1,101.90149623974862,Books,2,18,7
9648,23,Other,3,202.37734680413726,Toys,2,13,6
9649,42,Female,6,253.89671758975965,Books,4,11,4
9650,30,Female,4,44.0459476915614,Books,3,18,2
9651,56,Other,1,161.23601223327913,Toys,2,4,5
9652,34,Male,4,224.74048475562495,Toys,6,9,8
9653,32,Male,3,157.14930048053915,Books,1,17,7
9654,30,Female,2,256.6325280119909,Books,2,13,5
9655,33,Female,6,20.451798956068778,Electronics,0,5,1
9656,25,Other,11,39.81202769569223,Books,2,9,4
9657,55,Male,4,19.656746102271473,Toys,1,23,4
9658,26,Other,5,0.8125917486520768,Electronics,1,23,9
9659,20,Male,5,130.38640477021804,Toys,3,22,4
9660,57,Male,3,41.24041994610629,Home,2,21,5
9661,30,Male,3,186.46025765148798,Books,3,9,9
9662,60,Male,2,64.58770520388919,Fashion,2,1,1
9663,31,Male,7,110.13814623004903,Home,3,21,7
9664,52,Male,4,403.45921643430705,Fashion,1,8,9
9665,47,Other,6,10.697854774156774,Books,2,7,3
9666,38,Male,4,27.427245662612147,Toys,1,3,1
9667,29,Male,6,22.755805880134996,Toys,2,13,1
9668,42,Male,4,4.172353232622912,Home,2,4,6
9669,63,Other,6,170.63969400425313,Toys,1,1,1
9670,37,Male,5,72.66042228193061,Books,1,29,7
9671,23,Female,10,1.1178822566920366,Books,1,19,5
9672,40,Female,8,176.3932603717066,Toys,2,28,3
9673,38,Male,5,83.50926054556498,Books,3,16,8
9674,49,Female,4,14.426436556650287,Fashion,2,2,8
9675,21,Male,6,16.695196418158513,Toys,1,3,4
9676,57,Female,3,27.66230727652095,Books,1,20,9
9677,35,Other,5,22.596232943350504,Home,4,17,6
9678,49,Female,3,115.726055989768,Home,1,25,3
9679,64,Male,4,78.167022022699,Home,3,11,5
9680,59,Female,7,214.21670711925032,Toys,1,25,2
9681,34,Male,4,168.6805708033711,Fashion,1,20,6
9682,58,Other,8,462.8211260606818,Fashion,4,2,4
9683,45,Male,4,87.10776165695707,Fashion,5,16,4
9684,46,Male,2,143.40620828737315,Books,1,23,8
9685,28,Male,2,430.6422989383643,Fashion,1,15,9
9686,30,Other,2,8.791679513159387,Electronics,4,11,5
9687,55,Male,4,141.7978770953433,Toys,6,25,2
9688,39,Male,2,389.835680749859,Home,1,20,5
9689,34,Male,3,40.93745585940635,Fashion,3,13,5
9690,64,Other,6,66.33643490146895,Electronics,3,2,2
9691,27,Male,8,29.598940113730706,Fashion,1,4,5
9692,21,Other,5,23.57462150678954,Books,3,10,7
9693,61,Other,7,428.8827081915168,Books,5,11,3
9694,51,Other,4,115.22231488857928,Books,3,17,6
9695,18,Male,4,63.3011669932408,Toys,3,7,8
9696,49,Other,3,153.42032474819038,Home,1,19,5
9697,55,Female,4,123.14333836251828,Home,1,8,8
9698,50,Female,4,13.837013487473337,Toys,1,21,6
9699,48,Female,5,123.17927336340473,Electronics,3,5,4
9700,60,Other,4,58.56583292646968,Fashion,1,2,7
9701,22,Other,6,13.574143424141225,Books,0,15,1
9702,55,Male,4,89.91655212925738,Fashion,3,9,6
9703,22,Other,6,58.688490561918435,Books,1,16,9
9704,53,Male,3,106.8346468711346,Electronics,2,17,5
9705,26,Male,3,48.57892545247201,Books,1,21,9
9706,18,Male,6,7.992397887070181,Toys,2,20,7
9707,35,Male,3,47.412793835169325,Electronics,1,14,7
9708,54,Female,4,932.470619981352,Electronics,0,24,7
9709,31,Other,9,230.48991113873072,Books,3,5,4
9710,35,Female,10,95.77688196054903,Home,5,7,7
9711,35,Female,3,210.48731338485914,Books,2,8,5
9712,41,Other,5,52.452120928558976,Home,0,11,7
9713,56,Male,3,12.82622948630849,Toys,1,25,6
9714,41,Female,5,5.620106433892715,Home,3,25,1
9715,31,Male,8,124.89515305418493,Books,2,4,6
9716,35,Female,3,4.251967573881437,Home,1,8,9
9717,62,Female,4,9.953059196041679,Toys,4,26,1
9718,39,Male,6,34.701099962696254,Fashion,1,19,9
9719,18,Other,6,419.2731032044836,Toys,1,8,4
9720,38,Female,7,8.34902539558404,Home,1,18,2
9721,44,Male,8,62.73476700236734,Toys,2,20,7
9722,30,Female,3,51.40272817565005,Home,2,14,3
9723,64,Other,7,76.27858146348382,Electronics,4,19,1
9724,28,Female,6,116.99761988879449,Toys,3,22,6
9725,59,Other,3,220.9553977492713,Books,2,4,5
9726,19,Male,3,2.3464112462972806,Home,0,22,8
9727,21,Male,8,46.23767176360394,Fashion,1,4,8
9728,45,Male,2,132.0159485105619,Electronics,1,2,7
9729,47,Other,2,116.64256234494988,Electronics,2,16,9
9730,59,Male,5,17.21651090720715,Books,1,18,8
9731,58,Other,6,96.32787241565408,Books,1,4,6
9732,61,Other,6,21.45606502205943,Electronics,2,11,1
9733,34,Other,6,186.4992433813305,Home,3,21,4
9734,50,Female,4,75.9434737981471,Home,2,10,5
9735,40,Male,4,201.8408836721634,Electronics,1,2,1
9736,46,Other,7,183.49421678206016,Books,2,29,2
9737,38,Male,7,301.80616203567917,Fashion,1,9,5
9738,31,Other,8,76.09832116047663,Books,1,5,8
9739,59,Other,6,177.3938810818271,Home,2,14,6
9740,20,Male,4,94.77781092684904,Home,3,8,2
9741,55,Female,3,0.27186347913793335,Books,3,25,5
9742,31,Other,4,54.66353564908927,Home,3,3,1
9743,56,Other,3,144.94483805889405,Fashion,1,25,1
9744,61,Female,0,14.873160906717578,Electronics,1,9,6
9745,50,Other,3,200.1569497703615,Home,2,2,9
9746,51,Female,4,107.39763585501841,Toys,2,18,2
9747,20,Male,5,11.450623378624842,Books,3,7,5
9748,33,Male,7,2.2183903195163706,Electronics,5,5,7
9749,57,Male,3,97.7478646276568,Home,0,7,7
9750,56,Other,5,53.31899337254049,Fashion,2,3,3
9751,21,Female,4,153.17092916187468,Home,0,13,9
9752,26,Female,6,83.90896783517444,Books,1,22,3
9753,25,Female,9,9.89468141179446,Toys,5,13,5
9754,60,Other,6,47.643698613103105,Books,3,12,9
9755,20,Male,3,14.190606416641986,Electronics,1,2,7
9756,50,Other,3,136.306498586524,Electronics,1,27,9
9757,58,Female,3,73.64483142146558,Home,0,28,4
9758,55,Female,9,11.519604549055193,Home,3,24,7
9759,21,Other,8,446.7788870014773,Home,3,5,2
9760,41,Female,6,92.7084953754454,Toys,2,5,9
9761,19,Female,6,22.644206921838837,Home,2,16,9
9762,56,Male,9,16.665057268472356,Books,4,16,6
9763,18,Female,3,146.96743165318117,Fashion,1,20,4
9764,60,Male,7,104.56286347634287,Toys,0,19,3
9765,37,Other,3,127.19780129068342,Fashion,1,22,6
9766,42,Female,5,185.6282593291294,Home,1,12,2
9767,47,Female,4,230.73113019718878,Fashion,3,6,4
9768,60,Female,8,1.6597361238275068,Books,1,29,1
9769,58,Other,3,27.633496812431435,Books,0,9,9
9770,54,Female,3,215.91203249046757,Fashion,3,15,4
9771,27,Other,7,248.87162186762163,Fashion,1,14,3
9772,28,Male,10,24.201688722987306,Home,1,26,5
9773,30,Female,3,36.866192219187354,Fashion,2,28,7
9774,30,Female,11,17.45666778549032,Electronics,1,1,6
9775,54,Other,5,214.60112513479658,Home,2,13,1
9776,52,Other,9,39.256620110332896,Toys,1,18,9
9777,33,Female,5,127.90582503203443,Electronics,2,16,2
9778,52,Female,5,267.08130160832616,Books,1,14,2
9779,64,Other,7,57.337689614052366,Fashion,2,6,3
9780,31,Female,4,11.343571752751902,Home,2,28,8
9781,18,Other,8,108.57751889223795,Home,1,3,3
9782,21,Male,4,119.27738299405716,Toys,1,16,1
9783,55,Other,10,135.19125332545113,Electronics,1,6,5
9784,18,Female,7,16.855522794346705,Electronics,1,4,5
9785,48,Female,6,107.67641412765003,Electronics,2,11,3
9786,18,Female,2,110.4188832494542,Electronics,3,7,4
9787,47,Other,4,88.25375309643687,Electronics,2,1,2
9788,51,Male,10,285.92794423258255,Home,1,8,5
9789,26,Female,1,260.81501104328925,Electronics,1,29,8
9790,30,Other,4,21.24540481201996,Books,1,12,2
9791,62,Male,6,42.586104429970945,Books,4,4,8
9792,29,Female,8,94.91020728203571,Electronics,1,7,2
9793,26,Male,4,2.4356409685593103,Home,2,2,1
9794,47,Male,2,43.483428833798435,Home,1,26,1
9795,41,Other,5,53.34656291654226,Fashion,1,29,8
9796,33,Male,8,59.15279620988693,Toys,2,27,2
9797,21,Male,4,56.21622122413594,Fashion,2,28,4
9798,47,Female,5,195.73432296476187,Home,2,23,6
9799,37,Male,7,229.17105753554975,Books,1,17,5
9800,64,Other,10,33.15237785342945,Toys,1,16,5
9801,43,Male,6,49.73384580099222,Electronics,2,7,9
9802,50,Other,6,66.70838432305796,Toys,1,15,5
9803,32,Female,3,2.204315431961072,Fashion,3,6,9
9804,57,Female,5,36.572924433543996,Fashion,1,8,2
9805,32,Female,8,0.4108411201215717,Electronics,0,19,6
9806,55,Female,7,79.46034928311283,Fashion,0,16,7
9807,53,Male,6,86.74383198738596,Books,1,6,4
9808,34,Male,5,62.93663142498275,Toys,0,1,6
9809,40,Female,3,192.3182430968698,Books,3,29,9
9810,51,Male,5,16.429022977196606,Fashion,3,26,5
9811,42,Other,1,341.60029684230625,Books,2,4,2
9812,52,Other,5,10.957358612306537,Electronics,2,10,6
9813,55,Female,5,89.73262666248307,Books,0,2,9
9814,22,Male,7,75.2200874314614,Toys,3,17,1
9815,28,Male,6,2.7347330988185674,Toys,1,17,7
9816,31,Male,3,52.797117768925176,Home,2,16,7
9817,20,Female,6,96.3749008151196,Home,5,4,3
9818,41,Other,8,212.72544897528252,Fashion,1,13,7
9819,50,Male,8,97.55332621522167,Books,0,22,1
9820,44,Other,3,44.91871288446788,Books,2,5,5
9821,42,Other,8,29.158479807618008,Electronics,2,9,6
9822,37,Female,6,3.8171687375385686,Toys,2,3,2
9823,53,Female,5,122.24540183655907,Electronics,1,20,1
9824,28,Female,6,186.19146886271042,Home,2,27,4
9825,57,Female,7,293.19627079469865,Electronics,1,9,7
9826,30,Male,8,137.16933564235657,Books,3,24,3
9827,34,Female,6,80.7249832375885,Electronics,0,28,1
9828,56,Other,6,8.222264454148554,Fashion,0,1,8
9829,23,Other,2,128.80975935075003,Home,1,26,1
9830,27,Male,9,203.81590029194774,Fashion,1,27,9
9831,63,Male,3,35.46764546407519,Books,0,17,4
9832,42,Male,5,222.46974847691402,Fashion,2,7,1
9833,22,Female,4,42.647060516333966,Electronics,2,20,8
9834,24,Other,8,141.85973871894214,Toys,0,19,5
9835,64,Male,4,145.18966175055382,Toys,1,1,4
9836,36,Other,6,122.36270166953722,Home,1,27,6
9837,21,Other,7,240.74917585535846,Books,2,10,2
9838,27,Male,3,407.62263594509045,Electronics,3,19,3
9839,61,Female,2,33.86303093990795,Fashion,2,15,1
9840,35,Other,4,115.14607415392884,Fashion,0,29,5
9841,64,Other,8,65.42013931760732,Toys,0,10,4
9842,42,Female,6,134.71084853265393,Electronics,2,23,2
9843,47,Female,9,347.905093172032,Fashion,1,24,2
9844,45,Male,6,83.91198885967192,Fashion,0,21,7
9845,42,Female,8,17.770726408796232,Home,2,29,8
9846,47,Other,4,117.76421889271509,Electronics,2,18,4
9847,20,Male,4,112.54900306171211,Home,3,21,6
9848,26,Female,4,71.34570656003115,Electronics,2,22,2
9849,58,Female,3,71.12004778825938,Electronics,3,2,9
9850,29,Male,6,73.03764658066906,Fashion,2,11,5
9851,25,Other,4,36.85080910081421,Fashion,3,17,9
9852,23,Female,5,14.90959344545995,Toys,1,6,3
9853,24,Other,4,26.696741404529938,Home,1,11,2
9854,24,Male,6,42.73660442732735,Fashion,0,12,7
9855,55,Other,8,28.939405802357705,Toys,2,22,9
9856,26,Other,4,19.16818246569513,Fashion,3,19,8
9857,18,Male,9,209.81267727240726,Books,3,2,3
9858,37,Other,2,161.8002494012723,Toys,0,26,7
9859,33,Female,3,182.9814920838102,Home,3,4,9
9860,43,Other,3,1.10881272145945,Fashion,2,9,6
9861,62,Male,5,350.3528937479126,Books,3,4,7
9862,29,Male,5,129.7084582300749,Fashion,0,3,3
9863,37,Other,6,441.72268872181684,Fashion,2,18,9
9864,47,Other,6,52.49683787676208,Electronics,3,16,6
9865,40,Male,5,92.13445366301443,Books,3,15,2
9866,54,Male,6,17.748786801379808,Fashion,1,3,5
9867,47,Female,4,81.21470922515186,Electronics,2,27,9
9868,32,Female,5,23.261124432453446,Books,2,17,5
9869,42,Female,5,69.02878715005562,Electronics,2,18,7
9870,64,Female,5,74.4571108395412,Books,3,11,7
9871,53,Female,4,60.514075583224184,Fashion,4,1,3
9872,45,Female,5,156.22969372171755,Books,0,7,8
9873,34,Other,2,52.543132339600895,Fashion,2,25,3
9874,31,Female,6,284.1503233620854,Books,2,28,6
9875,52,Female,3,174.68313803524464,Home,3,1,6
9876,35,Male,0,193.1120497752855,Electronics,2,10,8
9877,26,Male,7,143.52828770970243,Fashion,1,19,3
9878,58,Male,6,148.32430660330417,Toys,4,24,3
9879,43,Male,5,2.8782840071327906,Toys,2,23,3
9880,54,Female,9,13.842430584537436,Fashion,2,12,9
9881,48,Female,7,199.31513493177593,Electronics,2,25,7
9882,45,Male,2,222.80678713689053,Fashion,3,21,4
9883,33,Female,6,89.65722081484483,Books,2,28,7
9884,61,Male,2,205.16123774937373,Home,1,27,8
9885,63,Other,7,209.89577481313523,Electronics,0,3,7
9886,40,Other,4,17.989042127075358,Electronics,1,29,7
9887,20,Other,6,10.497082518663065,Fashion,4,3,4
9888,54,Male,5,250.00813553568548,Electronics,2,2,1
9889,61,Other,1,63.86288509075213,Electronics,1,11,7
9890,41,Male,5,144.26008254604875,Toys,1,2,1
9891,22,Male,7,148.72628833839477,Books,1,16,5
9892,61,Female,4,44.65030579531309,Books,0,19,2
9893,19,Male,4,190.78831950421426,Home,2,9,4
9894,48,Other,7,6.406690526828967,Books,1,19,8
9895,57,Other,4,68.7409631286879,Fashion,1,21,8
9896,47,Other,7,393.02106356433177,Books,1,21,9
9897,44,Male,3,60.452561247115696,Toys,1,14,3
9898,56,Female,3,46.838830109446164,Electronics,2,8,8
9899,26,Female,4,32.72819718367463,Books,0,14,5
9900,58,Female,3,103.66422016753778,Books,0,15,6
9901,46,Other,5,3.936743574999825,Toys,1,7,9
9902,54,Male,5,19.283269233099738,Fashion,3,9,8
9903,32,Female,7,47.37448439447519,Toys,4,11,2
9904,47,Male,3,146.65715900180973,Toys,3,26,6
9905,40,Female,3,51.387348526301125,Home,1,19,7
9906,61,Female,6,32.76952030466674,Books,2,6,6
9907,38,Female,5,40.60028344794666,Fashion,0,10,3
9908,64,Male,4,70.1153376183475,Home,2,24,2
9909,36,Female,3,187.13991259866572,Electronics,0,3,7
9910,31,Male,4,43.41821608474237,Fashion,2,12,9
9911,19,Female,5,414.07504664501465,Books,1,2,7
9912,28,Male,2,189.16118359508295,Fashion,2,15,5
9913,49,Other,3,232.98208512936256,Books,2,21,2
9914,26,Female,5,35.07586738073645,Electronics,2,29,5
9915,47,Female,6,79.07207679836445,Home,0,13,5
9916,51,Male,4,1.6805204149114035,Books,2,1,7
9917,51,Other,9,0.7056312561579948,Toys,2,11,1
9918,51,Other,8,20.129345377026144,Books,2,11,8
9919,56,Female,7,168.48066296728624,Fashion,3,10,3
9920,19,Other,4,1.2529381694611101,Home,3,29,1
9921,28,Female,3,88.69092966134335,Electronics,0,5,1
9922,32,Female,3,112.57389428358128,Electronics,3,18,9
9923,55,Female,7,81.03172845596937,Electronics,2,22,3
9924,42,Female,5,126.46031952414114,Books,2,17,2
9925,53,Male,5,40.9419147115307,Books,3,16,7
9926,41,Male,6,28.320703125723405,Home,1,10,3
9927,32,Female,3,100.38438201172997,Books,2,11,5
9928,32,Female,4,81.55573402337191,Fashion,1,13,3
9929,47,Female,5,15.150516822224391,Home,1,6,3
9930,47,Male,5,64.196519263238,Fashion,2,14,2
9931,20,Male,8,27.60699567612372,Electronics,1,6,9
9932,19,Male,3,4.889680414902062,Electronics,4,22,8
9933,42,Other,3,91.89150905865543,Fashion,2,18,9
9934,24,Male,10,361.5107558913708,Electronics,1,15,4
9935,53,Female,4,9.063574744604095,Home,3,28,2
9936,44,Other,6,9.18402749839699,Electronics,1,15,5
9937,24,Female,4,150.68068289870322,Electronics,2,12,1
9938,26,Male,7,313.1856984892164,Books,3,11,6
9939,22,Other,7,54.37427548810779,Electronics,0,28,5
9940,47,Other,4,65.81073847856544,Fashion,2,9,8
9941,34,Other,6,7.0179269419087875,Fashion,2,7,2
9942,58,Other,8,50.35790377785704,Toys,2,23,3
9943,45,Other,7,47.13056825413812,Home,4,11,4
9944,27,Female,8,14.077763361169977,Home,2,18,6
9945,20,Male,7,25.442329879132636,Toys,1,18,1
9946,60,Other,11,29.750652460495537,Electronics,2,21,9
9947,28,Other,3,149.45548006931304,Toys,3,2,2
9948,42,Other,3,7.623145790731052,Home,0,19,1
9949,25,Other,7,3.9962069280481987,Toys,2,20,8
9950,45,Female,4,98.57975237401486,Fashion,2,2,1
9951,64,Female,6,51.14238536788388,Fashion,1,29,8
9952,30,Female,3,36.495558970456884,Home,2,2,8
9953,39,Female,11,4.637131001069335,Electronics,3,15,5
9954,22,Female,2,152.47082285507352,Toys,2,23,2
9955,50,Other,4,50.30601298898735,Electronics,1,26,8
9956,59,Female,3,109.58517136041004,Home,3,15,2
9957,51,Female,5,181.36439341673784,Home,1,10,3
9958,22,Other,4,9.836226237138485,Fashion,1,14,8
9959,49,Male,3,12.351278533411884,Books,3,27,7
9960,30,Male,8,125.22321533545397,Toys,0,20,7
9961,50,Other,5,179.93871573195236,Toys,2,9,4
9962,23,Other,6,30.95537477467674,Home,4,4,6
9963,61,Male,1,19.25887999692865,Toys,1,6,3
9964,19,Other,9,16.438220734550463,Electronics,0,27,8
9965,32,Other,4,11.296587235510422,Home,2,19,7
9966,58,Female,5,59.88938952760756,Books,2,21,2
9967,55,Female,5,106.90869530314042,Books,3,16,3
9968,52,Female,1,34.31756121241948,Toys,3,10,1
9969,58,Male,13,139.96763317331747,Home,2,9,1
9970,18,Other,5,35.97701917334762,Home,2,5,9
9971,54,Other,7,98.96491762699652,Electronics,3,28,1
9972,20,Male,2,25.65366209340183,Toys,1,8,2
9973,55,Other,6,58.49404998517124,Electronics,2,13,3
9974,54,Male,11,11.454852584461356,Home,3,28,4
9975,27,Female,4,155.15453005697012,Electronics,3,20,2
9976,61,Male,7,5.033426636777139,Books,1,24,5
9977,51,Male,10,18.595696496119434,Toys,1,21,3
9978,51,Male,2,73.61351503718517,Home,3,3,2
9979,27,Male,5,25.001770564418585,Electronics,2,24,4
9980,39,Other,7,57.66791249811729,Home,5,12,3
9981,51,Male,4,34.67174785858411,Home,2,5,8
9982,51,Other,11,23.027983499010087,Home,0,14,9
9983,58,Female,7,32.07653193401342,Electronics,5,24,9
9984,31,Female,5,9.401622353893112,Books,1,14,3
9985,42,Other,7,2.9492368624996446,Home,4,21,1
9986,40,Other,7,38.5938051557568,Toys,1,19,4
9987,58,Other,7,6.356817631547392,Toys,0,17,9
9988,19,Female,5,35.37167046785484,Home,3,29,7
9989,51,Female,5,194.72608213804753,Home,4,28,1
9990,52,Male,8,4.600995144678254,Home,1,24,2
9991,41,Male,3,75.40727852792605,Toys,0,14,8
9992,33,Male,4,61.01954295899319,Toys,2,2,9
9993,38,Male,10,88.87982570601218,Fashion,0,7,2
9994,34,Other,9,28.203509045662045,Fashion,3,11,6
9995,49,Female,4,87.0393049688037,Toys,1,26,8
9996,31,Male,2,27.007334744883,Books,1,15,7
9997,45,Male,3,39.34173881039056,Toys,2,20,4
9998,50,Female,6,144.3359251320988,Books,1,15,7
9999,24,Male,4,251.31974045592358,Home,0,15,6
10000,31,Other,2,48.370077510712825,Toys,1,2,6
10001,23,Male,8,152.02093861064975,Fashion,1,17,3
10002,28,Male,6,11.193836827298544,Electronics,1,2,1
10003,44,Female,2,1.7921842270384796,Fashion,2,21,2
10004,43,Male,4,12.455915489476274,Home,2,16,9
10005,51,Other,4,212.87058139525442,Fashion,1,13,6
10006,42,Male,6,144.3609627200185,Electronics,3,9,6
10007,53,Other,6,6.605096402021046,Home,2,23,1
10008,35,Female,7,176.2228098137443,Fashion,3,15,1
10009,45,Male,6,39.75964825779679,Electronics,0,5,8
10010,27,Male,7,28.104016998213993,Electronics,0,24,3
10011,53,Male,6,11.103876182582269,Fashion,2,2,8
10012,59,Other,7,11.652466598155565,Fashion,1,14,5
10013,55,Male,6,97.69437923003336,Electronics,1,3,7
10014,59,Other,3,267.60210175599946,Home,3,3,9
10015,64,Female,4,180.86075960752106,Home,1,3,8
10016,26,Female,1,74.10173126009565,Books,2,20,3
10017,56,Male,6,89.49117087338848,Toys,3,12,7
10018,38,Male,5,69.84381760730477,Electronics,2,2,2
10019,43,Male,8,168.79079053455675,Fashion,4,23,3
10020,52,Other,3,19.860840530376702,Home,1,12,1
10021,50,Male,4,109.39029656279887,Electronics,2,26,2
10022,42,Other,5,69.18578346670522,Books,2,7,5
